name;static_instructions;dynamic_instructions
extr_linuxnetipv6ip6mr.c_ip6mr_find_vif.c;8;8
extr_linuxdriversdmaipu..dmaengine.h_dma_cookie_assign.c;9;9
extr_linuxtoolsperfutilcs-etm-decodercs-etm-decoder.c_cs_etm_decoder__gen_etmv4_config.c;15;15
extr_linuxdriversstagingrtl8192ertl8192e..rtllib.h_rtllib_is_empty_essid.c;12;12
extr_linuxdriversnetwirelessathath9kdebug.c_ath9k_debug_sync_cause.c;40;40
extr_labq3map2libspicomodellwoenvelope.c_lwFindEnvelope.c;8;10
extr_labenginecodeuiui_main.c_UI_GetIndexFromSelection.c;11;11
extr_linuxdriversmediadvb-frontendsdrx39xyjdrxj.c_frac28.c;27;118
extr_emscriptentestsluasrcldblib.c_unmakemask.c;11;11
extr_h2odepspicotlsdepscifrasrccurve25519.donna.c_swap_conditional.c;14;115
extr_linuxdriversmediaplatformqcomcamsscamss-csiphy.c_csiphy_get_lane_mask.c;11;11
extr_linuxtoolstestingselftestsbpftrace_helpers.c_ksym_search.c;13;13
extr_reactosdllwin32mciwavemciwave.c_WAVE_mciDefaultFmt.c;9;9
extr_linuxtoolsperfuibrowsershists.c_hist_entry__toggle_fold.c;12;12
extr_linuxdriversgpudrmi915intel_dp.c_intel_dp_unpack_aux.c;18;44
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopserial.c_get_serial_info.c;11;11
extr_tmuxstatus.c_status_prompt_up_history.c;5;5
extr_linuxtoolsperfutilhist.c_iter_next_branch_entry.c;8;8
extr_zstdcontribexperimental_dict_buildersrandomDictBuilderrandom.c_RANDOM_sum.c;9;1281
extr_linuxnetcoredev.c_netdev_txq_to_tc.c;12;12
extr_linuxdriversnetethernetqlogicqedqed_iwarp.c_qed_iwarp_init_fpdu.c;23;23
extr_kphp-kdbwatchcatutils.c_watchcat_query_hash_impl.c;30;30
extr_darwin-xnuiokitKernelIOHibernateRestoreKernel.c_hibernate_page_bitmap.c;12;12
extr_linuxdriversgpudrmamdamdgpusi_dpm.c_btc_apply_voltage_dependency_rules.c;15;15
extr_darwin-xnubsddevmunge.c_munge_wwwwl.c;11;11
extr_hashcatdepsLZMA-SDKCXzDec.c_XzStatInfo_Clear.c;16;16
extr_FFmpeglibavcodecxface.c_ff_xface_generate_face.c;24;24
extr_FFmpeglibpostprocpostprocess.c_isVertMinMaxOk_C.c;55;55
extr_kphp-kdbbayesbayes-data.c_correct_lang.c;7;7
extr_kphp-kdbTLtl-parser.c_list_token_reverse.c;9;11
extr_kphp-kdbvkextvkext.c_write_buff_char_pos.c;3;3
extr_hashcatsrcthread.c_myquit.c;9;9
extr_reactosdllopenglmesapixel.c_update_drawpixels_state.c;7;7
extr_linuxdriversnetethernetbrocadebnabnad.c_bnad_cq_cleanup.c;7;7
extr_numpynumpycoresrcmultiarraydatetime.c_get_datetime_units_factor.c;6;6
extr_darknetsrcutils.c_max_index.c;17;2296
extr_gitdiff.h_diff_flags_or.c;8;28
extr_linuxdriversmtdchipscfi_cmdset_0002.c_fixup_use_atmel_lock.c;7;7
extr_linuxnetrdsib_recv.c_rds_ib_recv_init_ring.c;11;11
extr_mimikatzmodulessqlite3_omit.c_fkChildIsModified.c;10;10
extr_darknetsrcimage.c_flip_image.c;39;39
extr_linuxdriversmediausbdvb-usbcxusb.c_bluebird_fx2_identify_state.c;9;9
extr_kphp-kdbTLtl-utils.c_cstr_remove_extra_spaces.c;22;667
extr_reactosdllwin32iccvidiccvid.c_cvid_v4_24.c;27;27
extr_linuxdriversfirewiresbp2.c_sbp2_status_to_sense_data.c;45;45
extr_linuxarchs390kerneldebug.c_debug_count_numargs.c;11;590
extr_mimikatzmodulessqlite3_omit.c_countLookasideSlots.c;7;9
extr_reactosdllwin32jscriptregexp.c_GetCompactIndexWidth.c;6;10
extr_FFmpeglibavfilteraf_acontrast.c_config_input.c;6;6
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_minidump.c_qlcnic_temp_checksum.c;10;384
extr_linuxdriversmediausbdvb-usbtechnisat-usb2.c_technisat_usb2_calc_lrc.c;9;1276
extr_hashcatsrcmodulesmodule_16400.c_module_init.c;87;87
extr_FFmpeglibavformatflacdec.c_reset_index_position.c;7;7
extr_php-srcextmbstringlibmbflfiltersmbfilter_jis.c_mbfl_filt_ident_2022jp.c;10;10
extr_linuxdriversgpudrmamdamdgpugfx_v6_0.c_gfx_v6_0_set_ring_funcs.c;13;13
extr_labenginecodeuiui_players.c_UI_ForceTorsoAnim.c;12;12
extr_reactosdriversfilesystemsbtrfscompress.c_lzo_copy.c;8;8
extr_masscansrcsmack1.c_id_already_exists.c;12;1538
extr_linuxdriversnetcandev.c_can_setup.c;12;12
extr_linuxvirtkvmarmvgicvgic-v3.c_vgic_v3_enable.c;27;27
extr_h2olibcommoncache.c_h2o_cache_calchash.c;9;1789
extr_linuxdriversstagingrtl8723bshalhal_com_phycfg.c_phy_GetWorldWideLimit.c;6;6
extr_ccvlibnnccmdewccv_nnc_ew.c__ccv_nnc_ewsum_back_bitmask.c;6;6
extr_Arduinotestsdevicetest_libcmemmove1.c_fill.c;6;6
extr_linuxdriversnetethernetamdxgbexgbe-i2c.c_xgbe_init_function_ptrs_i2c.c;11;11
extr_kphp-kdbdnsdns-engine.c_update_stats.c;62;62
extr_linuxdriversnetwirelessrealtekrtl8xxxurtl8xxxu_core.c_rtl8xxxu_rx_parse_phystats.c;12;12
extr_os-tutorial20-interrupts-timerkernelutil.c_memory_copy.c;10;1536
extr_linuxdriversdmast_fdma.c_fill_hw_node.c;12;12
extr_micropythonportsstm32usbhostClassMTPSrcusbh_mtp.c_MTP_FindDataOutEndpoint.c;14;14
extr_h2odepsbrotlicenchistogram.c_BlockSplitIteratorNext.c;6;6
extr_netdatacollectorsidlejitter.plugin....daemon..libnetdatainlined.h_simple_hash.c;9;460
extr_hashcatsrcthread.c_bypass.c;7;7
extr_linuxscriptskconfignconf.gui.c_get_line.c;19;728
extr_FFmpeglibavfilteraf_adeclick.c_autocorrelation.c;27;232584
extr_php-srcextstandardcrypt_blowfish.c_BF_swap.c;14;2808
extr_netdatacollectorsfreeipmi.plugin....libnetdatainlined.h_simple_hash.c;9;460
extr_swayswaytreecontainer.c_container_is_fullscreen_or_child.c;5;5
extr_hashcatsrcmodulesmodule_00132.c_module_init.c;86;86
extr_linuxdriversscsibe2iscsibe_mgmt.c_beiscsi_if_zero_ip.c;12;12
extr_Craftdepslodepnglodepng.c_update_adler32.c;33;1815
extr_radare2shlrsdbsrcjson..types.h_ut32_unpack.c;12;12
extr_twemproxysrchashkitnc_fnv.c_hash_fnv1a_64.c;11;1791
extr_linuxdriversgpudrmnouveaudispnv04cursor.c_nv04_cursor_init.c;10;10
extr_linuxdriversmediai2cs5k6aa.c_s5k6aa_presets_data_init.c;12;12
extr_masscansrcproto-dns.c_dns_name_skip_validate.c;8;8
extr_linuxnetmac80211wpa.c_ccmp_pn2hdr.c;17;17
extr_linuxnetxfrmxfrm_policy.c_xfrm_spd_getinfo.c;25;25
extr_hashcatsrcmodulesmodule_13763.c_module_init.c;93;93
extr_linuxdriverscryptoqatqat_c3xxxadf_c3xxx_hw_data.c_get_num_accels.c;14;14
extr_FFmpeglibavfilteraf_amix.c_calc_active_inputs.c;14;14
extr_linuxkerneltimeposix-cpu-timers.c_bump_cpu_timer.c;27;521
extr_stbtools..stb.h_stb_crc32_block.c;38;25095
extr_linuxdriversscsiosst.c_reset_state.c;8;8
extr_netdatalibnetdatalocks..inlined.h_str2ul.c;6;6
extr_linuxdriversclkhisiliconclk-hisi-phase.c_hisi_phase_regval_to_degrees.c;9;9
extr_reactosdllwin32winmmmmio.c_MMIO_FindProcNode.c;5;5
extr_linuxdrivershidhid-core.c___extract.c;36;486
extr_linuxsecuritytomoyocommon.h_tomoyo_round2.c;9;17
extr_reactosbootfreeldrfreeldruitui.c_TuiSaveScreen.c;9;9
extr_kphp-kdbdrinklessdl-utils.c_dl_kmp.c;26;1059
extr_hashcatsrcmodulesmodule_01450.c_module_init.c;87;87
extr_linuxdriversnetwirelessbroadcombrcm80211brcmutild11.c_brcmu_d11_attach.c;13;13
extr_radare2librasmpasm_x86_nz.c_oplidt.c;5;5
extr_labenginecodeclientcl_main.c_CL_InitServerInfo.c;18;18
extr_mongoosemongoose.c_mg_get_line_len.c;12;802
extr_linuxdriversnetcansja1000sja1000_platform.c_sp_populate.c;23;23
extr_hashcatsrcmodulesmodule_12900.c_module_init.c;89;89
extr_linuxdriversacpiacpicatbprint.c_acpi_tb_checksum.c;9;1281
extr_linuxdriversgpudrmamdpowerplaysmumgriceland_smumgr.c_iceland_set_valid_flag.c;12;12
extr_linuxdriversnetethernetqlogicqedqed_sriov.c_qed_iov_validate_queue_mode.c;5;5
extr_linuxarchm68kamigacia.c_cia_set_irq.c;21;21
extr_reactossdklib3rdpartylibxml2chvalid.c_xmlCharInRange.c;20;20
extr_FFmpeglibavformatmpegts.c_clear_avprogram.c;8;8
extr_linuxdriversnetethernethuaweihinichinic_hw_eqs.c_eq_cons_idx_checksum_set.c;12;70
extr_micropythonportswindowsrealpath.c_to_unix_path.c;13;466
extr_FFmpeglibavcodectestsdct.c_permute.c;14;394
extr_linuxsoundsocintelboardsbytcr_rt5651.c_snd_byt_rt5651_acpi_resource.c;5;5
extr_Craftdepsglewsrcglew.c__glewStrCLen.c;11;399
extr_mimikatzmodulessqlite3_omit.c_whereLoopCheaperProperSubset.c;24;24
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_secmicputuint32.c;9;32
extr_FFmpeglibavfilteraf_asoftclip.c_config_input.c;6;6
extr_linuxdriversnetethernetqlogicqedqed_debug.c_qed_dbg_grc_set_params_default.c;7;7
extr_linuxdriverspinctrlqcompinctrl-ssbi-mpp.c_pm8xxx_mpp_of_xlate.c;5;5
extr_linuxdriversmediai2cov2680.c_ov2680_mode_init.c;17;17
extr_kphp-kdbskatst-hash-set.c_hash_set_init.c;7;7
extr_linuxarchm68kamigapcmcia.c_pcmcia_access_speed.c;17;17
extr_hashcatsrcmodulesmodule_00020.c_module_init.c;86;86
extr_netdatacollectorscups.plugin....libnetdatainlined.h_str2ul.c;6;6
extr_linuxdriversusbdwc2gadget.c_dwc2_gadget_incr_frame_num.c;7;7
extr_FFmpeglibavcodecexrdsp.c_predictor_scalar.c;12;2291
extr_mpvinputinput.c_key_buf_add.c;5;5
extr_linuxdriversideide-io.c_ide_stall_queue.c;8;8
extr_linuxdriversusbmonmon_bin.c_mon_buff_area_shrink.c;7;7
extr_h2odepsmrubysrcsymbol.c_sym_inline_unpack_with_bit.c;21;21
extr_redissrcae_evport.c_aeApiLookupPending.c;9;9
extr_radare2librbinformatxnuyxml.c_yxml_pushstackc.c;7;7
extr_linuxnetipv4tcp_input.c_tcp_dsack_seen.c;5;5
extr_linuxdriversgpudrmradeonradeon_asic.c_radeon_register_accessor_init.c;40;40
extr_php-srcextgdlibgdgd_matrix.c_gdAffineApplyToPointF.c;16;16
extr_linuxdriversacpithermal.c_thermal_get_trip_type.c;30;30
extr_kphp-kdbtexttext-import-dump.c_fname_last.c;10;461
extr_linuxdriversmddm-ioctl.c_hash_str.c;10;461
extr_linuxdriversmediapcibt8xxbttv-driver.c_check_alloc_btres_lock.c;8;8
extr_linuxsoundpcihdahda_jack.c_snd_hda_jack_tbl_get.c;13;13
extr_tenginemodulesngx_http_upstream_check_modulengx_http_upstream_check_module.c_ngx_http_upstream_check_mysql_reinit.c;9;9
extr_libuvsrcwinstream.c_uv_stream_set_blocking.c;5;5
extr_masscansrcsmack1.c_row_shift_from_symbol_count.c;11;46
extr_labenginecodegameg_bot.c_G_RemoveQueuedBotBegin.c;11;11
extr_hashcatsrcmpsp.c_mp_css_split_cnt.c;18;18
extr_linuxdriverss390ciovfio_ccw_ops.c_vfio_ccw_mdev_get_irq_info.c;6;6
extr_linuxdriversnetethernetqlogicqedqed_mng_tlv.c_qed_mfw_get_iscsi_tlv_value.c;7;7
extr_linuxdriversclkclk-scpi.c___scpi_dvfs_round_rate.c;11;11
extr_libgit2srcxdiffxdiffi.c_score_add_split.c;37;37
extr_linuxdriversgpudrmamdamdgpuci_dpm.c_ci_copy_vbios_mc_reg_table.c;14;14
extr_linuxdriversinfinibandhwcxgb3iwch_cm.c_find_best_mtu.c;7;7
extr_FFmpeglibavcodecmipsh264dsp_mmi.c_ff_h264_chroma_dc_dequant_idct_8_mmi.c;27;27
extr_linuxdriversnetwirelessintelipw2x00libipw_geo.c_libipw_channel_to_index.c;11;11
extr_linuxdriversmddm-cache-policy-smq.c_init_policy_functions.c;33;33
extr_linuxdrivershidhid-roccat-kone.c_kone_keep_values_up_to_date.c;5;5
extr_php-srcextintlgraphemegrapheme_util.c_grapheme_ascii_check.c;15;21
extr_disquedepsjemallocsrcctl.c_ctl_arena_stats_smerge.c;54;54
extr_radare2shlrtcctccgen.c_sym_find2.c;8;10
extr_linuxdriversscsifnicvnic_wq_copy.h_vnic_wq_copy_desc_process.c;16;16
extr_radare2shlrgrubkernmisc.c_grub_strstr.c;15;466
extr_FFmpeglibswscalergb2rgb.c_rgb15tobgr16.c;18;1784
extr_linuxdriversinputrmi4rmi_driver.c_rmi_register_desc_calc_reg_offset.c;9;9
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-pkt-decoder.c_intel_pt_get_mode.c;10;10
extr_linuxdriversmediaplatforms5p-mfcs5p_mfc_dec.c_find_format.c;6;6
extr_linuxdriversspispi-mpc512x-psc.c_mpc512x_psc_spi_transfer_setup.c;19;19
extr_linuxdriverspinctrlintelpinctrl-baytrail.c_byt_get_community.c;10;10
extr_mpvdemuxdemux_playlist.c_maybe_text.c;12;12
extr_linuxdriversmtdnandrawatmelnand-controller.c_atmel_nfc_op_done.c;10;10
extr_linuxdriverscharagpfrontend.c_agp_remove_file_private.c;8;8
extr_linuxdriversgpudrmamdpowerplayhwmgrvega12_hwmgr.c_vega12_find_lowest_dpm_level.c;8;8
extr_linuxdriversstagingrtl8192ertllib_tx.c_rtllib_qurey_ShortPreambleMode.c;7;7
extr_darwin-xnuosfmkarm64kpc.c_config_in_whitelist.c;8;8
extr_linuxdriversiioaccelmma9553.c_mma9553_init_events.c;9;9
extr_tmuxmode-tree.c_mode_tree_up.c;12;12
extr_hashcatsrcmodulesmodule_18000.c_module_init.c;87;87
extr_linuxdriversisdnhisaxbkm_a4t.c_enable_bkm_int.c;4;4
extr_darwin-xnubsdnetinettcp_subr.c_tcp_flow_ecn_perf_stats.c;27;27
extr_linuxdriversgpudrmradeonci_dpm.c_ci_set_valid_flag.c;11;11
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniIsSectionName.c;13;13
extr_nginxsrcmailngx_mail_auth_http_module.c_ngx_mail_auth_http_parse_header_line.c;30;74
extr_netdatalibnetdatathreads..inlined.h_str2uint64_t.c;6;6
extr_FFmpeglibavformatanm.c_find_record.c;4;4
extr_linuxfsext4hash.c_dx_hack_hash_signed.c;19;3324
extr_kphp-kdbtexttext-data.c_lookup_user_directory.c;5;5
extr_linuxsoundsocintelskylakeskl-messages.c_fill_pin_params.c;5;5
extr_linuxdriversnetethernetnetronomenfpnfp_net_main.c_nfp_net_find_port.c;10;10
extr_linuxdriversstagingrtlwifiphydmphydm_hwconfig.c_phydm_get_rssi_average.c;19;19
extr_gitgraph.c_graph_update_width.c;12;12
extr_hashcatsrcmodulesmodule_06213.c_module_init.c;92;92
extr_linuxdriversvideofbdevcorefb_defio.c_fb_deferred_io_mmap.c;13;13
extr_emscriptentestssqlitesqlite3.c_sqlite3ExprCachePinRegister.c;9;9
extr_linuxnetxfrmxfrm_replay.c_xfrm_init_replay.c;11;11
extr_reactosbasesystemservicesdatabase.c_ScmGenerateServiceTag.c;9;9
extr_linuxfsaffsamigaffs.c_affs_check_name.c;9;9
extr_linuxfsext4balloc.c_test_root.c;10;10
extr_linuxdriversi2cbussesi2c-designware-platdrv.c_i2c_dw_configure_slave.c;10;10
extr_reactosdriversfilesystemsext2srcmemory.c_Ext2IsNullUuid.c;11;11
extr_nodemcu-firmwareappsqlite3sqlite3.c_fkChildIsModified.c;10;10
extr_hashcatsrcmodulesmodule_13100.c_module_init.c;90;90
extr_FFmpeglibavformatmatroskaenc.c_ebml_num_size.c;11;17
extr_linuxdriversusbhostdwc_otgdwc_otg_pcd.c_assign_tx_fifo.c;13;13
extr_reactosdllwin32msiinsert.c_count_column_info.c;7;9
extr_FFmpeglibavcodecac3enc.c_mul_poly.c;17;117
extr_reactosbaseservicesdhcpcsvcdhcpdispatch.c_find_protocol_by_adapter.c;5;5
extr_FFmpeglibavfilteraf_hdcd.c_hdcd_detect_end.c;3;3
extr_linuxdriversmfdmadera-core.c_madera_set_micbias_info.c;5;5
extr_linuxdriversmediausbgspcagspca.c_wxh_to_mode.c;9;9
extr_radare2librasmpasm_x86_nz.c_opfdiv.c;8;8
extr_radare2librcorepcore_java.c_r_cmd_is_object_descriptor.c;38;1718
extr_linuxdriversstagingrtl8712ieee80211.c_r8712_get_rateset_len.c;9;84
extr_The-Art-Of-Programming-By-Julyebookcodec2.6：求连续子数组的最大和.c_maxSubArray.c;21;2309
extr_linuxdriversnetethernetmellanoxmlxswswitchx2.c_mlxsw_sx_to_ptys_advert_link.c;9;9
extr_FFmpeglibavformatmxfdec.c_mxf_essence_container_end.c;8;8
extr_kphp-kdbdrinklessdl-utils.c_dl_strhash.c;10;461
extr_linuxdriversandroidbinder.c_binder_validate_fixup.c;9;9
extr_FFmpeglibavformatwebmdashenc.c_check_matching_sample_rate.c;6;6
extr_linuxdriversmediaplatformomapomap_voutlib.c_omap_vout_default_crop.c;21;21
extr_linuxdriversstagingrtl8723bshalodm_CfoTracking.c_ODM_ParsingCFO.c;4;4
extr_labenginecodeuiui_main.c_UI_SelectedMap.c;12;12
extr_linuxarchx86eventsamdcore.c_amd_core_hw_config.c;12;12
extr_linuxdriversgpudrmi915gvtdmabuf.c_update_fb_info.c;9;9
extr_linuxdriversmediaplatformvia-camera.c_via_find_format.c;7;7
extr_linuxdriversdmabcm2708-dmaengine.c_vc_dmaman_chan_alloc.c;22;27
extr_kittykittyscreen.c_init_tabstops.c;11;2045
extr_linuxdriversnetethernetintelixgbeixgbe_common.c_ixgbe_calculate_checksum.c;11;1283
extr_linuxarchia64kerneliosapic.c_find_iosapic.c;10;10
extr_emscriptensystemliblibcmuslsrcexitatexit.c___cxa_finalize.c;1;1
extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_ocrdma_add_qpn_map.c;6;6
extr_FFmpegfftoolsffmpeg_hw.c_hw_device_get_by_type.c;9;9
extr_FFmpeglibpostprocpostprocess.c_isHorizDC_C.c;20;20
extr_reactossdklibrtlres.c_push_language.c;11;1537
extr_linuxdriversmdmd-bitmap.c_md_bitmap_set_pending.c;8;8
extr_opensslcryptoececp_nistp521.c_felem_assign.c;19;19
extr_reactosdll3rdpartylibxsltvariables.c_xsltRegisterPersistRVT.c;17;17
extr_FFmpeglibavformatmov.c_mov_current_sample_set.c;17;17
extr_linuxdriversmediapcimeyemeye.c_vidioc_querybuf.c;6;6
extr_linuxtoolsperfutilpython.c_get_md.c;9;9
extr_linuxcryptoahash.c_ahash_prepare_alg.c;21;21
extr_linuxnetatmraw.c_atm_init_aal5.c;11;11
extr_linuxdriversiiocommonhid-sensorshid-sensor-attributes.c_pow_10.c;8;1280
extr_linuxdriversmddm-thin.c_thin_io_hints.c;10;10
extr_Craftdepsglfwexamplessplitview.c_mouseButtonFun.c;7;7
extr_kphp-kdbwatchcatutils.c_searchy_phrases_length.c;7;9
extr_kphp-kdbnetnet-udp.c_check_udp_functions.c;6;6
extr_raspberry-pi-osexerciseslesson041avenitosrcprintf.c_ui2a.c;52;83
extr_linuxdriversnetethernetciscoenicenic_main.c_enic_intr_update_pkt_size.c;5;5
extr_FFmpeglibavfilterqsvvpp.c_map_frame_to_surface.c;6;6
extr_netdatacollectorsmacos.plugin....daemon..libnetdatainlined.h_str2ull.c;6;6
extr_linuxdriversgpudrmmsmdispdpu1dpu_hw_pingpong.c__setup_pingpong_ops.c;13;13
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulevga.c_InvertLineVga.c;3;3
extr_darwin-xnuosfmkdevicesubrs.c_itoa.c;24;58
extr_linuxdriversvideofbdevrivariva_hw.c_nv10CalcArbitration.c;169;171
extr_linuxdriversnetwirelessinteliwlwifimvmscan.c_iwl_mvm_fill_channels.c;21;21
extr_tenginemodulesngx_http_upstream_check_modulengx_http_upstream_check_module.c_ngx_http_upstream_check_ajp_reinit.c;9;9
extr_linuxdriversbusfsl-mcfsl-mc-msi.c_fsl_mc_msi_update_dom_ops.c;6;6
extr_linuxdriversvideofbdevsisinit301.c_SiS_CalcPanelLinkTiming.c;18;18
extr_hashcatsrcoutfile.c_outfile_init.c;11;11
extr_hashcatsrcmodulesmodule_16800.c_module_init.c;96;96
extr_obs-studiolibobsutilplatform.c_valid_string.c;13;13
extr_linuxdriversmtdchipscfi_cmdset_0001.c_fixup_at49bv640dx_lock.c;7;7
extr_FFmpeglibavcodecnvenc.c_nvenc_codec_specific_pic_params.c;8;8
extr_darwin-xnubsdkernkpi_mbuf.c_mbuf_last_pkt.c;9;9
extr_linuxvirtkvmarmvgicvgic-v3.c_vgic_v3_get_vmcr.c;45;45
extr_linuxdriversttyvtvt.c_vc_scrolldelta_helper.c;53;53
extr_linuxdriversmediadvb-frontendsstv0910.c_table_lookup.c;6;6
extr_hashcatsrcmodulesmodule_14900.c_module_init.c;89;89
extr_linuxdriversnetfddiskfphwmtm.c_init_driver_fplus.c;10;10
extr_linuxdriversgpudrmgma500tc35876x-dsi-lvds.c_tc35876x_get_panel_info.c;10;10
extr_reactosdllwin32winhttprequest.c_scheme_from_flag.c;9;9
extr_linuxarchmipskernelcpu-probe.c_cpu_set_nan_2008.c;5;5
extr_linuxdriversnetslipslip.c_sl_get_stats64.c;7;7
extr_linuxdriversnetwirelessralinkrt2x00rt2x00dev.c_rt2x00lib_find_ie.c;7;7
extr_darwin-xnubsdnetinetmptcp_subr.c_mptcp_set_notsent_lowat.c;6;6
extr_linuxdriversxenxen-acpi-processor.c_xen_copy_pct_data.c;10;10
extr_netdatalibnetdatastatistical..inlined.h_simple_hash.c;9;460
extr_FFmpeglibavfilterf_ebur128.c_config_audio_input.c;14;14
extr_linuxdriversnetppppppox.c_register_pppox_proto.c;7;7
extr_FFmpeglibavcodechapdec.c_hap_can_use_tex_in_place.c;14;14
extr_linuxfshfsstring.c_hfs_compare_dentry.c;16;16
extr_obs-studiolibobsobs-scene.c_obs_sceneitem_get_info.c;13;13
extr_linuxsamplesv4lv4l2-pci-skeleton.c_skeleton_fill_pix_format.c;26;26
extr_opensslcryptoececp_nistp256.c_copy_small_conditional.c;7;7
extr_linuxdriversiiodacad5421.c_ad5421_get_current_min_max.c;10;10
extr_linuxdriversnetethernetsuncassini.c_cas_check_pci_invariants.c;10;10
extr_reactosmodulesrostestsapitestsgdi32GetFontResourceInfoW.c_ReplaceChars.c;8;1788
extr_FFmpeglibavcodecwmv2dsp.c_wmv2_idct_row.c;110;110
extr_linuxnetrxrpccall_object.c_rxrpc_start_call_timer.c;12;12
extr_linuxdriversmediarcimg-irimg-ir-hw.c_img_ir_probe_hw_caps.c;11;11
extr_linuxfsadfsdir.c_adfs_compare.c;8;8
extr_hashcatsrcrp_cpu.c_mangle_prepend.c;5;5
extr_linuxdriversnetdsalan9303-core.c_lan9303_alr_cache_find_free.c;9;9
extr_linuxdriversgpudrmamdpowerplayhwmgrsmu8_hwmgr.c_smu8_store_cc6_data.c;10;10
extr_linuxdriversdmaxilinx..dmaengine.h_dma_cookie_assign.c;9;9
extr_FFmpegtestscheckasmvp8dsp.c_dct4x4.c;69;265
extr_darwin-xnuosfmki386commpagecommpage.c_commpage_update_atm_diagnostic_config.c;7;7
extr_linuxdriversvideofbdevnvidianv_hw.c_CalcVClock.c;34;72
extr_linuxsoundcoreseqossseq_oss_readq.c_snd_seq_oss_readq_free.c;4;4
extr_darwin-xnubsdnetkpi_interface.c_ifnet_get_low_power_mode.c;11;11
extr_obs-studiolibobs-openglgl-vertexbuffer.c_get_vb_buffer.c;7;7
extr_labenginecodeq3_uiui_players.c_UI_ForceTorsoAnim.c;12;12
extr_linuxfsexofsore_raid.c__sp2d_min_pg.c;11;11
extr_linuxdriversstagingrtl8188eucorertw_xmit.c_rtw_count_tx_stats.c;5;5
extr_linuxdriversttyserial8250serial_cs.c_quirk_config_socket.c;6;6
extr_linuxdriversttyvtvt.c_gotoxy.c;30;30
extr_linuxdriversmediai2cadv7511.c_edid_block_verify_crc.c;11;648
extr_toxcoretoxcoregroup.c_count_close_connected.c;7;7
extr_hashcatsrcmodulesmodule_13762.c_module_init.c;93;93
extr_darwin-xnubsdkernuipc_socket2.c_soclearfastopen.c;8;8
extr_linuxsoundppcpmac.c_snd_pmac_rate_index.c;13;13
extr_FFmpeglibavfilteravf_showwaves.c_draw_sample_cline_gray.c;23;1803
extr_linuxdriversnetwirelessathath9kcommon-debug.c_ath9k_cmn_debug_stat_rx.c;19;19
extr_linuxdriversgpudrmamddisplaydcdce110dce110_transform_v.c_calculate_viewport.c;12;12
extr_reactosdllwin32rsaenhmpi.c_mp_montgomery_setup.c;7;7
extr_linuxdriversiiocommonms_sensorsms_sensors_i2c.c_ms_sensors_tp_crc_valid.c;42;52550
extr_radare2librasmpasm_x86_nz.c_opfldcw.c;5;5
extr_FFmpeglibavcodech261.c_h261_loop_filter.c;87;1652
extr_radare2librhashhamdist.c_hamdist.c;5;5
extr_linuxdriversnetwirelesstiwl1251tx.c_wl1251_tx_id.c;9;9
extr_reactosdriversfilesystemsext2srcext3generic.c_test_root.c;6;6
extr_linuxdriversacpisysfs.c_fixed_event_count.c;4;4
extr_linuxtoolsperftestsfdarray.c_fdarray__init_revents.c;9;9
extr_linuxdriversscsilibiscsi_tcp.c_iscsi_tcp_conn_get_stats.c;8;8
extr_linuxfsnilfs2segment.c_nilfs_set_next_segment.c;13;13
extr_linuxdriversgpudrmamdpowerplaysmumgrsmu8_smumgr.c_smu8_smu_initialize_toc_empty_job_list.c;10;10
extr_redissrcgeohash.c_geohash_move_x.c;26;26
extr_libuvsrcunixfs.c_uv__fs_buf_offset.c;12;12
extr_linuxdriversclksprdpll.c_pll_get_ibias.c;16;16
extr_linuxdriversvideofbdevvga16fb.c_vga16fb_update_fix.c;19;19
extr_linuxdriversmediapcisaa7164saa7164-cards.c_saa7164_unitid_name.c;13;13
extr_linuxdriversgpudrmamdpowerplayhwmgrvega10_hwmgr.c_vega10_setup_default_single_dpm_table.c;11;11
extr_kphp-kdbsearchsearch-x-data.c_tree_lookup.c;10;12
extr_nodemcu-firmwareappcoapcoap.c_coap_encode_var_bytes.c;18;25
extr_linuxdriversvhostvhost.c___vhost_vq_meta_reset.c;7;7
extr_h2ot00unitlibcommon........libcommontime.c_emit_digits.c;13;1537
extr_linuxsoundpcictxfictresource.c_rsc_next_conj.c;13;18
extr_linuxdriversgpudrmradeoncik.c_cik_create_bitmask.c;10;1536
extr_skynetskynet-srcskynet_server.c_id_to_hex.c;16;88
extr_libuiunixtablemodel.c_uiTableModel_gtk_tree_model_interface_init.c;27;27
extr_linuxdriversinfinibandulpiseriser_memory.c_iser_set_prot_checks.c;8;8
extr_darwin-xnubsddevmunge.c_munge_lwww.c;9;9
extr_linuxsoundsocqcomsdm845.c_sdm845_add_be_ops.c;10;10
extr_linuxfsioctl.c_fiemap_check_ranges.c;10;10
extr_reactosdllwin32riched20writer.c_add_color_to_colortbl.c;12;12
extr_netdatalibnetdatabuffer..inlined.h_str2uint64_t.c;6;6
extr_linuxlibxzxz_dec_stream.c_dec_vli.c;11;11
